gene_name	ensembl_gene_id
DNM2	ENSG00000079805
DNTTIP1	ENSG00000101457
DNTTIP2	ENSG00000067334
DOHH	ENSG00000129932
DOLK	ENSG00000175283
DPAGT1	ENSG00000172269
DPH1	ENSG00000108963
DPH2	ENSG00000132768
DPH3	ENSG00000154813
DPH5	ENSG00000117543
DPM1	ENSG00000000419
DPP7	ENSG00000176978
DPY30	ENSG00000162961
DR1	ENSG00000117505
DRAM2	ENSG00000156171
DRAP1	ENSG00000175550
DRG2	ENSG00000108591
DROSHA	ENSG00000113360
DSCR3	ENSG00000157538
DTWD1	ENSG00000104047
DUSP11	ENSG00000144048
DUSP14	ENSG00000275932
DUSP14	 ENSG00000276023
DUSP16	ENSG00000280962
DUSP16	 ENSG00000111266
DUSP22	ENSG00000112679
DUT	ENSG00000128951
DVL3	ENSG00000161202
DYM	ENSG00000141627
DYNC1LI1	ENSG00000144635
DYNLL2	ENSG00000264364
DYNLRB1	ENSG00000125971
DYNLT1	ENSG00000146425
E2F4	ENSG00000205250
E4F1	ENSG00000167967
EAF1	ENSG00000144597
EAPP	ENSG00000129518
EARS2	ENSG00000103356
EBAG9	ENSG00000147654
EBNA1BP2	ENSG00000117395
ECD	ENSG00000122882
ECH1	ENSG00000104823
ECHDC1	ENSG00000093144
ECHS1	ENSG00000127884
ECI1	ENSG00000167969
ECI2	ENSG00000198721
ECSIT	ENSG00000130159
EDC3	ENSG00000179151
EDC4	ENSG00000038358
EDEM3	ENSG00000116406
EDF1	ENSG00000107223
EED	ENSG00000074266
EEF1B2	ENSG00000114942
EEF1E1	ENSG00000124802
EEF2	ENSG00000167658
EEFSEC	ENSG00000132394
EFCAB14	ENSG00000159658
EFR3A	ENSG00000132294
EFTUD2	ENSG00000108883
EGLN2	ENSG00000269858
EHMT1	ENSG00000181090
EI24	ENSG00000149547
EID2	ENSG00000176396
EIF1	ENSG00000173812
EIF1AD	ENSG00000175376
EIF1B	ENSG00000114784
EIF2A	ENSG00000144895
EIF2AK1	ENSG00000086232
EIF2AK3	ENSG00000172071
EIF2AK4	ENSG00000128829
EIF2B2	ENSG00000119718
EIF2B3	ENSG00000070785
EIF2B4	ENSG00000115211
EIF2B5	ENSG00000145191
EIF2D	ENSG00000143486
EIF2S1	ENSG00000134001
EIF2S2	ENSG00000125977
EIF3A	ENSG00000107581
EIF3B	ENSG00000106263
EIF3D	ENSG00000100353
EIF3E	ENSG00000104408
EIF3G	ENSG00000130811
EIF3H	ENSG00000147677
EIF3I	ENSG00000084623
EIF3J	ENSG00000104131
EIF3K	ENSG00000282986
EIF3K	 ENSG00000178982
EIF3L	ENSG00000100129
EIF3M	ENSG00000149100
EIF4A1	ENSG00000161960
EIF4A3	ENSG00000141543
EIF4E2	ENSG00000135930
EIF4G1	ENSG00000114867
EIF4G2	ENSG00000110321
EIF4G3	ENSG00000075151
EIF4H	ENSG00000106682
EIF5	ENSG00000100664
EIF5A	ENSG00000132507
EIF5AL1	ENSG00000253626
EIF5B	ENSG00000158417
EIF6	ENSG00000242372
ELAC2	ENSG00000006744
ELAVL1	ENSG00000066044
ELF2	ENSG00000109381
ELK1	ENSG00000126767
ELK4	ENSG00000158711
ELL2	ENSG00000118985
ELMOD3	ENSG00000115459
ELOVL1	ENSG00000066322
ELP2	ENSG00000134759
ELP3	ENSG00000134014
ELP4	ENSG00000109911
ELP6	ENSG00000163832
EMC1	ENSG00000127463
EMC10	ENSG00000161671
EMC2	ENSG00000104412
EMC3	ENSG00000125037
EMC4	ENSG00000128463
EMC6	ENSG00000127774
EMC7	ENSG00000134153
EMC8	ENSG00000131148
EMC9	ENSG00000100908
EMD	ENSG00000102119
EMG1	ENSG00000126749
ENDOG	ENSG00000167136
ENOPH1	ENSG00000145293
ENSA	ENSG00000143420
ENTPD4	ENSG00000197217
ENTPD6	ENSG00000197586
ENY2	ENSG00000120533
EPC1	ENSG00000120616
EPM2AIP1	ENSG00000178567
EPN1	ENSG00000063245
EPRS	ENSG00000136628
ERAL1	ENSG00000132591
ERAP1	ENSG00000164307
ERCC1	ENSG00000012061
ERCC2	ENSG00000104884
ERCC3	ENSG00000163161
ERCC5	ENSG00000134899
ERGIC2	ENSG00000087502
ERGIC3	ENSG00000125991
ERH	ENSG00000100632
ERI3	ENSG00000117419
ERICH1	ENSG00000104714
ERICH1	 ENSG00000282665
ERLEC1	ENSG00000068912
ERP44	ENSG00000023318
ESD	ENSG00000139684
ESF1	ENSG00000089048
ETF1	ENSG00000120705
ETFA	ENSG00000140374
ETFB	ENSG00000105379
ETV6	ENSG00000139083
EWSR1	ENSG00000182944
EXD2	ENSG00000081177
EXOC1	ENSG00000090989
EXOC2	ENSG00000112685
EXOC3	ENSG00000180104
EXOC4	ENSG00000131558
EXOC7	ENSG00000182473
EXOC8	ENSG00000116903
EXOSC1	ENSG00000171311
EXOSC10	ENSG00000171824
EXOSC2	ENSG00000130713
EXOSC4	ENSG00000178896
EXOSC7	ENSG00000075914
EXOSC8	ENSG00000120699
EXT2	ENSG00000151348
EXTL3	ENSG00000012232
FADD	ENSG00000168040
FAF1	ENSG00000185104
FAF2	ENSG00000113194
FAHD1	ENSG00000180185
FAM104B	ENSG00000182518
FAM114A2	ENSG00000055147
FAM118B	ENSG00000197798
FAM120A	ENSG00000048828
FAM120AOS	ENSG00000188938
FAM120B	ENSG00000112584
FAM120B	 ENSG00000275333
FAM122A	ENSG00000187866
FAM127B	ENSG00000203950
FAM134A	ENSG00000144567
FAM134C	ENSG00000141699
FAM136A	ENSG00000035141
FAM149B1	ENSG00000138286
FAM160A2	ENSG00000051009
FAM160B1	ENSG00000151553
FAM160B2	ENSG00000158863
FAM162A	ENSG00000114023
FAM168B	ENSG00000152102
FAM173A	ENSG00000103254
FAM173B	ENSG00000150756
FAM174A	ENSG00000174132
FAM175B	ENSG00000165660
FAM177A1	ENSG00000151327
FAM192A	ENSG00000172775
FAM199X	ENSG00000123575
FAM200A	ENSG00000221909
FAM204A	ENSG00000165669
FAM206A	ENSG00000119328
FAM208B	ENSG00000108021
FAM20B	ENSG00000116199
FAM210B	ENSG00000124098
FAM32A	ENSG00000105058
FAM35A	ENSG00000122376
FAM3A	ENSG00000071889
FAM50A	ENSG00000071859
FAM50B	ENSG00000145945
FAM58A	ENSG00000262919
FAM63A	ENSG00000143409
FAM73B	ENSG00000148343
FAM8A1	ENSG00000137414
FAM96A	ENSG00000166797
FAM96B	ENSG00000166595
FAM98A	ENSG00000119812
FARS2	ENSG00000145982
FARSA	ENSG00000179115
FARSB	ENSG00000116120
FASTK	ENSG00000164896
FASTKD2	ENSG00000118246
FASTKD5	ENSG00000215251
FBRSL1	ENSG00000112787
FBXL15	ENSG00000107872
FBXL17	ENSG00000145743
FBXL3	ENSG00000005812
FBXL4	ENSG00000112234
FBXL5	ENSG00000118564
FBXL6	ENSG00000182325
FBXO11	ENSG00000138081
FBXO18	ENSG00000134452
FBXO22	ENSG00000167196
FBXO28	ENSG00000143756
FBXO3	ENSG00000110429
FBXO38	ENSG00000145868
FBXO42	ENSG00000037637
FBXO45	ENSG00000174013
FBXO6	ENSG00000116663
FBXO7	ENSG00000100225
FBXW11	ENSG00000072803
FBXW2	ENSG00000119402
FBXW4	ENSG00000107829
FBXW5	ENSG00000159069
FBXW7	ENSG00000109670
FCF1	ENSG00000119616
FDFT1	ENSG00000079459
FDPS	ENSG00000160752
FDX1	ENSG00000137714
FECH	ENSG00000066926
FEM1C	ENSG00000145780
FEN1	ENSG00000168496
FEZ2	ENSG00000171055
FGFR1OP2	ENSG00000111790
FH	ENSG00000091483
FIBP	ENSG00000172500
FICD	ENSG00000198855
FIP1L1	ENSG00000145216
FIS1	ENSG00000214253
FIZ1	ENSG00000179943
FKBP3	ENSG00000100442
FKBP8	ENSG00000105701
FKBPL	ENSG00000230907
FKBPL	 ENSG00000223666
FKBPL	 ENSG00000204315
FKBPL	 ENSG00000224200
FKRP	ENSG00000181027
FLAD1	ENSG00000160688
FLCN	ENSG00000154803
FLOT1	ENSG00000224740
FLOT1	 ENSG00000137312
FLOT1	 ENSG00000223654
FLOT1	 ENSG00000232280
FLOT1	 ENSG00000206480
FLOT1	 ENSG00000206379
FLOT1	 ENSG00000230143
FLOT1	 ENSG00000236271
FLOT2	ENSG00000132589
FNDC3A	ENSG00000102531
FNTA	ENSG00000168522
FNTB	ENSG00000257365
FOPNL	ENSG00000276914
FOPNL	 ENSG00000133393
FOXK2	ENSG00000141568
FOXP4	ENSG00000137166
FOXRED1	ENSG00000110074
FPGS	ENSG00000136877
FPGT	ENSG00000254685
FRA10AC1	ENSG00000148690
FTO	ENSG00000140718
FTSJ1	ENSG00000068438
FTSJ2	ENSG00000122687
FTSJ3	ENSG00000108592
FUBP1	ENSG00000162613
FUK	ENSG00000157353
FUNDC2	ENSG00000165775
FXN	ENSG00000165060
FYTTD1	ENSG00000122068
FZR1	ENSG00000105325
G3BP1	ENSG00000145907
GAA	ENSG00000171298
GABARAP	ENSG00000170296
GABARAPL2	ENSG00000034713
GABPB1	ENSG00000104064
GADD45GIP1	ENSG00000179271
GALK2	ENSG00000156958
GALNS	ENSG00000141012
GALNT1	ENSG00000141429
GALNT2	ENSG00000143641
GALT	ENSG00000213930
GANAB	ENSG00000089597
GAPVD1	ENSG00000165219
GARS	ENSG00000106105
GART	ENSG00000159131
GART	 ENSG00000262473
GATAD2A	ENSG00000167491
GATAD2B	ENSG00000143614
GATAD2B	 ENSG00000261992
GATC	ENSG00000257218
GBA	ENSG00000177628
GBA	 ENSG00000262446
GBA2	ENSG00000070610
GBF1	ENSG00000107862
GCC1	ENSG00000179562
GCDH	ENSG00000105607
GCLC	ENSG00000001084
GCLM	ENSG00000023909
GDE1	ENSG00000006007
GDI2	ENSG00000057608
GDPGP1	ENSG00000183208
GEMIN7	ENSG00000142252
GEMIN8	ENSG00000046647
GET4	ENSG00000239857
GFER	ENSG00000127554
GFM1	ENSG00000168827
GFOD2	ENSG00000141098
GGCT	ENSG00000006625
GGNBP2	ENSG00000278311
GGNBP2	 ENSG00000275099
GGT7	ENSG00000131067
GHDC	ENSG00000167925
GHITM	ENSG00000165678
GID8	ENSG00000101193
GINM1	ENSG00000055211
GIPC1	ENSG00000123159
GLCE	ENSG00000138604
GLE1	ENSG00000119392
GLG1	ENSG00000090863
GLI4	ENSG00000250571
GLO1	ENSG00000124767
GLRX2	ENSG00000023572
GLRX3	ENSG00000108010
GLRX5	ENSG00000182512
GLT8D1	ENSG00000016864
GLTP	ENSG00000139433
GLYR1	ENSG00000140632
GMPPA	ENSG00000144591
GMPR2	ENSG00000100938
GNB1	ENSG00000078369
GNB2	ENSG00000172354
GNE	ENSG00000159921
GNL2	ENSG00000134697
GNL3	ENSG00000163938
GNPAT	ENSG00000116906
GNPDA1	ENSG00000113552
GNPNAT1	ENSG00000100522
GNPTG	ENSG00000090581
GNS	ENSG00000135677
GOLGA1	ENSG00000136935
GOLGA2	ENSG00000167110
GOLGA3	ENSG00000090615
GOLGA5	ENSG00000066455
GOLGA7	ENSG00000147533
GOLGB1	ENSG00000173230
GOLPH3	ENSG00000113384
GOLT1B	ENSG00000111711
GOPC	ENSG00000047932
GORASP1	ENSG00000114745
GORASP2	ENSG00000115806
GOSR1	ENSG00000108587
GOSR2	ENSG00000108433
GPAA1	ENSG00000197858
GPANK1	ENSG00000206408
GPANK1	 ENSG00000204438
GPANK1	 ENSG00000233210
GPANK1	 ENSG00000228605
GPANK1	 ENSG00000236011
GPANK1	 ENSG00000223932
GPANK1	 ENSG00000232312
GPATCH4	ENSG00000160818
GPBP1	ENSG00000062194
GPBP1L1	ENSG00000159592
GPHN	ENSG00000171723
GPI	ENSG00000282019
GPI	 ENSG00000105220
GPKOW	ENSG00000068394
GPN1	ENSG00000198522
GPN2	ENSG00000142751
GPN3	ENSG00000111231
GPR107	ENSG00000148358
GPR108	ENSG00000125734
GPS1	ENSG00000169727
GPS2	ENSG00000132522
GPX4	ENSG00000167468
GRAMD4	ENSG00000075240
GRHPR	ENSG00000137106
GRINA	ENSG00000178719
GRIPAP1	ENSG00000068400
GRPEL1	ENSG00000109519
GRSF1	ENSG00000132463
GRWD1	ENSG00000105447
GSK3A	ENSG00000105723
GSK3B	ENSG00000082701
GSPT1	ENSG00000103342
GSPT2	ENSG00000189369
GSR	ENSG00000104687
GSS	ENSG00000100983
GSTK1	ENSG00000197448
GSTM4	ENSG00000168765
GSTO1	ENSG00000148834
GTF2A1	ENSG00000165417
GTF2B	ENSG00000137947
GTF2F1	ENSG00000125651
GTF2F2	ENSG00000188342
GTF2H1	ENSG00000110768
GTF2H4	ENSG00000226384
GTF2H4	 ENSG00000213780
GTF2H4	 ENSG00000221974
GTF2H4	 ENSG00000233149
GTF2H4	 ENSG00000234370
GTF2H4	 ENSG00000236895
GTF2H5	ENSG00000272047
GTF2I	ENSG00000263001
GTF3A	ENSG00000122034
GTF3C1	ENSG00000077235
GTF3C2	ENSG00000115207
GTF3C3	ENSG00000119041
GTF3C5	ENSG00000148308
GTF3C6	ENSG00000155115
GTPBP10	ENSG00000105793
GTPBP4	ENSG00000107937
GTPBP8	ENSG00000163607
GUK1	ENSG00000143774
GZF1	ENSG00000125812
H1FX	ENSG00000184897
H2AFV	ENSG00000105968
H2AFX	ENSG00000188486
H2AFY	ENSG00000113648
H2AFZ	ENSG00000164032
HADH	ENSG00000138796
HADHA	ENSG00000084754
HAGH	ENSG00000063854
HARS	ENSG00000170445
HARS2	ENSG00000112855
HAT1	ENSG00000128708
HAUS3	ENSG00000214367
HAUS4	ENSG00000092036
HAUS7	ENSG00000213397
HAX1	ENSG00000143575
HBP1	ENSG00000105856
HBS1L	ENSG00000112339
HCCS	ENSG00000004961
HCFC1	ENSG00000172534
HDAC2	ENSG00000196591
HDAC3	ENSG00000171720
HDAC6	ENSG00000094631
HDAC8	ENSG00000147099
HDDC3	ENSG00000184508
HDGF	ENSG00000143321
HDHD3	ENSG00000119431
HDLBP	ENSG00000115677
HEATR5A	ENSG00000129493
HEBP1	ENSG00000013583
HECTD3	ENSG00000126107
HELZ	ENSG00000198265
HEMK1	ENSG00000114735
HERC4	ENSG00000148634
HERPUD1	ENSG00000051108
HERPUD2	ENSG00000122557
HEXA	ENSG00000213614
HEXDC	ENSG00000169660
HEXIM1	ENSG00000186834
HGS	ENSG00000185359
HIBADH	ENSG00000106049
HIGD1A	ENSG00000181061
HIGD2A	ENSG00000146066
HINFP	ENSG00000172273
HINT1	ENSG00000169567
HINT2	ENSG00000137133
HIST1H2BC	ENSG00000180596
HIVEP1	ENSG00000095951
HMBS	ENSG00000256269
HMG20A	ENSG00000140382
HMG20B	ENSG00000064961
HMGB1	ENSG00000189403
HMGN3	ENSG00000118418
HMGXB3	ENSG00000113716
HMGXB4	ENSG00000100281
HMOX2	ENSG00000277424
HMOX2	 ENSG00000103415
HN1L	ENSG00000206053
HNRNPA0	ENSG00000177733
HNRNPA2B1	ENSG00000122566
HNRNPAB	ENSG00000197451
HNRNPC	ENSG00000092199
HNRNPD	ENSG00000138668
HNRNPF	ENSG00000169813
HNRNPH1	ENSG00000169045
HNRNPH2	ENSG00000126945
HNRNPK	ENSG00000165119
HNRNPL	ENSG00000104824
HNRNPM	ENSG00000099783
HNRNPR	ENSG00000125944
HNRNPU	ENSG00000153187
HNRNPUL1	ENSG00000105323
HNRNPUL2	ENSG00000214753
HP1BP3	ENSG00000127483
HPS1	ENSG00000107521
HPS6	ENSG00000166189
HS1BP3	ENSG00000118960
HS2ST1	ENSG00000153936
HS6ST1	ENSG00000136720
HSBP1	ENSG00000230989
HSCB	ENSG00000100209
HSD17B10	ENSG00000072506
HSD17B12	ENSG00000149084
HSD17B4	ENSG00000133835
HSPA14	ENSG00000187522
HSPA4	ENSG00000170606
HSPA5	ENSG00000044574
HSPA8	ENSG00000109971
HSPA9	ENSG00000113013
HSPBP1	ENSG00000133265
HTATIP2	ENSG00000109854
HTRA2	ENSG00000115317
HTT	ENSG00000197386
HUS1	ENSG00000136273
HUWE1	ENSG00000086758
HYOU1	ENSG00000280682
HYOU1	 ENSG00000149428
HYPK	ENSG00000242028
IAH1	ENSG00000134330
IARS	ENSG00000196305
IARS2	ENSG00000067704
IBA57	ENSG00000181873
IBTK	ENSG00000283068
IBTK	 ENSG00000005700
ICK	ENSG00000112144
ICMT	ENSG00000116237
ICT1	ENSG00000167862
IDE	ENSG00000119912
IDH3A	ENSG00000166411
IDH3B	ENSG00000101365
IDH3G	ENSG00000067829
IDI1	ENSG00000067064
IER3IP1	ENSG00000134049
IFNAR1	ENSG00000142166
IFNGR1	ENSG00000027697
IFRD1	ENSG00000006652
IFT27	ENSG00000100360
IKZF5	ENSG00000095574
IL13RA1	ENSG00000131724
IL6ST	ENSG00000134352
ILF2	ENSG00000143621
ILKAP	ENSG00000132323
ILVBL	ENSG00000105135
IMMT	ENSG00000132305
IMP3	ENSG00000177971
IMP4	ENSG00000136718
IMPAD1	ENSG00000104331
INF2	ENSG00000203485
ING1	ENSG00000153487
INO80B	ENSG00000115274
INO80E	ENSG00000169592
INPP5A	ENSG00000068383
INPP5K	ENSG00000132376
INSIG2	ENSG00000125629
INTS1	ENSG00000164880
INTS10	ENSG00000104613
INTS12	ENSG00000138785
INTS3	ENSG00000143624
INTS3	 ENSG00000262826
INTS4	ENSG00000149262
INVS	ENSG00000119509
IP6K1	ENSG00000176095
IP6K2	ENSG00000068745
IPO7	ENSG00000205339
IPO8	ENSG00000133704
IPO9	ENSG00000198700
IRAK1	ENSG00000184216
IREB2	ENSG00000136381
IRF2BP1	ENSG00000170604
IRF2BP2	ENSG00000168264
IRF2BPL	ENSG00000119669
IRGQ	ENSG00000167378
ISCU	ENSG00000136003
ISOC2	ENSG00000063241
IST1	ENSG00000182149
ISY1	ENSG00000240682
ITCH	ENSG00000078747
ITFG1	ENSG00000129636
ITGB1	ENSG00000150093
ITGB1BP1	ENSG00000119185
ITM2B	ENSG00000136156
ITPA	ENSG00000125877
ITPK1	ENSG00000274958
ITPK1	 ENSG00000100605
ITPKC	ENSG00000086544
ITPRIPL2	ENSG00000205730
IVNS1ABP	ENSG00000116679
IWS1	ENSG00000163166
JAGN1	ENSG00000171135
JAK1	ENSG00000162434
JKAMP	ENSG00000050130
JMJD4	ENSG00000081692
JMJD6	ENSG00000070495
JMJD7	ENSG00000243789
JMJD8	ENSG00000161999
JOSD2	ENSG00000161677
JTB	ENSG00000143543
JUND	ENSG00000130522
KANSL2	ENSG00000139620
KANSL3	ENSG00000114982
KARS	ENSG00000065427
KAT2B	ENSG00000114166
KAT5	ENSG00000172977
KAT8	ENSG00000103510
KBTBD2	ENSG00000170852
KBTBD4	ENSG00000123444
KBTBD7	ENSG00000120696
KCMF1	ENSG00000176407
KCTD20	ENSG00000112078
KCTD21	ENSG00000188997
KCTD6	ENSG00000168301
KDM2A	ENSG00000173120
KDM4A	ENSG00000066135
KDM5C	ENSG00000126012
KDSR	ENSG00000119537
KHDRBS1	ENSG00000121774
KHNYN	ENSG00000100441
KHSRP	ENSG00000088247
KIAA0100	ENSG00000007202
KIAA0141	ENSG00000081791
KIAA0196	ENSG00000164961
KIAA0232	ENSG00000170871
KIAA0319L	ENSG00000142687
KIAA0391	ENSG00000100890
KIAA0754	ENSG00000127603
KIAA1143	ENSG00000163807
KIAA1191	ENSG00000122203
KIAA1429	ENSG00000164944
KIAA1586	ENSG00000168116
KIAA1715	ENSG00000144320
KIAA2013	ENSG00000116685
KLC4	ENSG00000137171
KLF3	ENSG00000109787
KLF9	ENSG00000119138
KLHDC2	ENSG00000165516
KLHDC3	ENSG00000124702
KLHL20	ENSG00000076321
KLHL25	ENSG00000183655
KLHL36	ENSG00000135686
KLHL5	ENSG00000109790
KLHL8	ENSG00000145332
KPNA1	ENSG00000114030
KPNB1	ENSG00000108424
KRCC1	ENSG00000172086
KRR1	ENSG00000111615
KTI12	ENSG00000198841
KTN1	ENSG00000126777
KXD1	ENSG00000105700
L3MBTL2	ENSG00000100395
LACTB	ENSG00000103642
LAGE3	ENSG00000196976
LAMP1	ENSG00000185896
LAMP2	ENSG00000005893
LAMTOR1	ENSG00000149357
LAMTOR2	ENSG00000116586
LAMTOR3	ENSG00000109270
LAMTOR4	ENSG00000188186
LAMTOR5	ENSG00000134248
LAP3	ENSG00000002549
LAPTM4A	ENSG00000068697
LARP1	ENSG00000155506
LARP4	ENSG00000161813
LARP7	ENSG00000174720
LARS2	ENSG00000011376
LCOR	ENSG00000196233
LDHA	ENSG00000134333
LEMD2	ENSG00000161904
LENG1	ENSG00000105617
LENG1	 ENSG00000278516
LENG1	 ENSG00000275935
LENG1	 ENSG00000278426
LENG1	 ENSG00000276959
LENG1	 ENSG00000276774
LENG1	 ENSG00000277457
LENG1	 ENSG00000278257
LENG1	 ENSG00000276628
LENG1	 ENSG00000277808
LEPROT	ENSG00000213625
LETM1	ENSG00000168924
LETMD1	ENSG00000050426
LGALSL	ENSG00000119862
LHPP	ENSG00000107902
LIAS	ENSG00000121897
LIG3	ENSG00000005156
LIG4	ENSG00000174405
LIN37	ENSG00000267796
LIN54	ENSG00000189308
LIN7C	ENSG00000148943
LIPT1	ENSG00000144182
LMAN1	ENSG00000074695
LMBRD1	ENSG00000168216
LMF2	ENSG00000100258
LMO4	ENSG00000143013
LNX2	ENSG00000139517
LOC441155	ENSG00000058673
LONP1	ENSG00000196365
LONP2	ENSG00000102910
LPCAT3	ENSG00000111684
LPIN1	ENSG00000134324
LRFN3	ENSG00000126243
LRPAP1	ENSG00000163956
LRPPRC	ENSG00000138095
LRRC14	ENSG00000160959
LRRC24	ENSG00000254402
LRRC28	ENSG00000168904
LRRC40	ENSG00000066557
LRRC41	ENSG00000132128
LRRC42	ENSG00000116212
LRRC47	ENSG00000130764
LRRC57	ENSG00000180979
LRRC59	ENSG00000108829
LRRC8A	ENSG00000136802
LRRFIP2	ENSG00000093167
LRSAM1	ENSG00000148356
LSG1	ENSG00000041802
LSM1	ENSG00000175324
LSM10	ENSG00000181817
LSM14A	ENSG00000262860
LSM14A	 ENSG00000257103
LSM14B	ENSG00000149657
LSM2	ENSG00000225998
LSM2	 ENSG00000236826
LSM2	 ENSG00000224979
LSM2	 ENSG00000204392
LSM2	 ENSG00000172850
LSM2	 ENSG00000231502
LSM3	ENSG00000170860
LSM4	ENSG00000130520
LSM5	ENSG00000106355
LSM6	ENSG00000164167
LSM7	ENSG00000130332
LSS	ENSG00000160285
LSS	 ENSG00000281289
LTV1	ENSG00000135521
LUC7L2	ENSG00000146963
LUC7L3	ENSG00000108848
LUZP6	ENSG00000267697
LYRM1	ENSG00000102897
LYRM4	ENSG00000214113
LYRM5	ENSG00000205707
LYSMD1	ENSG00000163155
LYSMD3	ENSG00000176018
LYSMD4	ENSG00000183060
LZTR1	ENSG00000099949
M6PR	ENSG00000003056
MAD2L1BP	ENSG00000124688
MAD2L2	ENSG00000116670
MAEA	ENSG00000090316
MAGED1	ENSG00000179222
MAGEF1	ENSG00000177383
MAGOH	ENSG00000162385
MAGT1	ENSG00000102158
MAK16	ENSG00000198042
MALSU1	ENSG00000156928
MAN1A2	ENSG00000198162
MAN1B1	ENSG00000177239
MAN2A2	ENSG00000196547
MAN2B2	ENSG00000013288
MAN2C1	ENSG00000140400
MAP1LC3B2	ENSG00000258102
MAP2K1	ENSG00000169032
MAP2K2	ENSG00000126934
MAP2K5	ENSG00000137764
MAP3K7	ENSG00000135341
MAP4K4	ENSG00000071054
MAPK1	ENSG00000100030
MAPK1IP1L	ENSG00000168175
MAPK6	ENSG00000069956
MAPK8	ENSG00000107643
MAPK9	ENSG00000050748
MAPKAP1	ENSG00000119487
MAPKAPK2	ENSG00000162889
MAPKAPK5	ENSG00000089022
MAPRE2	ENSG00000166974
MARCH2	ENSG00000099785
MARCH5	ENSG00000198060
MARCH6	ENSG00000145495
MARCH7	ENSG00000136536
MARK3	ENSG00000075413
MARK4	ENSG00000007047
MARS	ENSG00000166986
MARS2	ENSG00000247626
MAT2B	ENSG00000038274
MAVS	ENSG00000088888
MAX	ENSG00000125952
MAZ	ENSG00000103495
MBD1	ENSG00000141644
MBD2	ENSG00000134046
MBD3	ENSG00000071655
MBD4	ENSG00000129071
MBLAC1	ENSG00000214309
MBNL2	ENSG00000139793
MBTPS1	ENSG00000140943
MBTPS2	ENSG00000012174
MCAT	ENSG00000100294
MCCC1	ENSG00000078070
MCEE	ENSG00000124370
MCFD2	ENSG00000180398
MCM3AP	ENSG00000160294
MCM7	ENSG00000166508
MCMBP	ENSG00000197771
MCOLN1	ENSG00000090674
MCPH1	ENSG00000147316
MCRS1	ENSG00000187778
MCTS1	ENSG00000232119
MCU	ENSG00000156026
MDC1	ENSG00000225589
MDC1	 ENSG00000137337
MDC1	 ENSG00000234012
MDC1	 ENSG00000206481
MDC1	 ENSG00000224587
MDC1	 ENSG00000237095
MDC1	 ENSG00000228575
MDC1	 ENSG00000231135
MDP1	ENSG00000213920
ME2	ENSG00000082212
MEAF6	ENSG00000163875
MECP2	ENSG00000169057
MED10	ENSG00000133398
MED11	ENSG00000161920
MED13	ENSG00000108510
MED14	ENSG00000180182
MED16	ENSG00000282092
MED16	 ENSG00000175221
MED19	ENSG00000156603
MED20	ENSG00000124641
MED21	ENSG00000152944
MED24	ENSG00000008838
MED29	ENSG00000063322
MED31	ENSG00000108590
MED4	ENSG00000136146
MED6	ENSG00000133997
MED7	ENSG00000155868
MED8	ENSG00000159479
MEF2A	ENSG00000068305
MEMO1	ENSG00000162959
MEN1	ENSG00000133895
MEPCE	ENSG00000146834
METAP1	ENSG00000164024
METAP2	ENSG00000111142
METRN	ENSG00000103260
METTL13	ENSG00000010165
METTL14	ENSG00000145388
METTL16	ENSG00000127804
METTL17	ENSG00000165792
METTL18	ENSG00000171806
METTL21A	ENSG00000144401
METTL23	ENSG00000181038
METTL2A	ENSG00000087995
METTL2B	ENSG00000165055
METTL3	ENSG00000165819
METTL5	ENSG00000138382
MFAP1	ENSG00000140259
MFAP3	ENSG00000037749
MFF	ENSG00000168958
MFN1	ENSG00000171109
MFSD11	ENSG00000092931
MFSD12	ENSG00000161091
MFSD3	ENSG00000167700
MFSD5	ENSG00000182544
MGAT2	ENSG00000168282
MGAT4B	ENSG00000161013
MGME1	ENSG00000125871
MGMT	ENSG00000170430
MGRN1	ENSG00000102858
MGST3	ENSG00000143198
MIA3	ENSG00000154305
MIB1	ENSG00000101752
MICALL1	ENSG00000100139
MICU1	ENSG00000107745
MID1IP1	ENSG00000165175
MIDN	ENSG00000167470
MIEN1	ENSG00000141741
MIER1	ENSG00000198160
MIF	ENSG00000276701
MIF	 ENSG00000240972
MIF4GD	ENSG00000125457
MIIP	ENSG00000116691
MINOS1	ENSG00000173436
MIS12	ENSG00000167842
MITD1	ENSG00000158411
MKKS	ENSG00000125863
MKLN1	ENSG00000128585
MKNK1	ENSG00000079277
MKRN2	ENSG00000075975
MLEC	ENSG00000110917
MLF2	ENSG00000089693
MLH1	ENSG00000076242
MLLT1	ENSG00000130382
MLLT10	ENSG00000078403
MLST8	ENSG00000167965
MLX	ENSG00000108788
MMAA	ENSG00000151611
MMADHC	ENSG00000168288
MMS19	ENSG00000155229
MNAT1	ENSG00000020426
MOB4	ENSG00000115540
MOGS	ENSG00000115275
MON1A	ENSG00000164077
MON2	ENSG00000061987
MORC2	ENSG00000133422
MORF4L2	ENSG00000123562
MOSPD1	ENSG00000101928
MPC2	ENSG00000143158
MPDU1	ENSG00000129255
MPG	ENSG00000103152
MPHOSPH10	ENSG00000124383
MPI	ENSG00000178802
MPLKIP	ENSG00000168303
MPND	ENSG00000008382
MPPE1	ENSG00000154889
MPV17L2	ENSG00000254858
MRFAP1	ENSG00000179010
MRFAP1L1	ENSG00000178988
