ensembl_gene_id,gene_name
ENSG00000225661,RPL14P5
ENSG00000264510,BX649553.3
ENSG00000264819,BX649553.4
ENSG00000263980,BX649553.2
ENSG00000265658,MIR3690
ENSG00000263835,BX649553.1
ENSG00000223274,RNA5SP498
ENSG00000265350,RN7SL355P
ENSG00000236871,LINC00106
ENSG00000236017,ASMTL-AS1
ENSG00000223511,RP13-297E16.4
ENSG00000234622,RP13-297E16.5
ENSG00000223571,DHRSX-IT1
ENSG00000223773,CD99P1
ENSG00000230542,LINC00102
ENSG00000251848,snoU13
ENSG00000235483,GYG2-AS1
ENSG00000147155,EBP
ENSG00000229851,ARSD-AS1
ENSG00000165675,ENOX2
ENSG00000239228,RN7SL578P
ENSG00000230249,RP13-824C8.2
ENSG00000182489,XKRX
ENSG00000213487,ASS1P4
ENSG00000212214,SNORA48
ENSG00000207435,RNU6-114P
ENSG00000207332,RNU6-146P
ENSG00000207320,Y_RNA
ENSG00000236188,PRKX-AS1
ENSG00000182888,RP11-558O12.1
ENSG00000234449,RP11-706O15.3
ENSG00000068354,TBC1D25
ENSG00000174225,ARL13A
ENSG00000205663,RP11-706O15.5
ENSG00000205662,RP11-706O15.7
ENSG00000225722,RP11-706O15.8
ENSG00000264861,AC108683.1
ENSG00000236513,RP11-707P20.1
ENSG00000222834,AC074035.1
ENSG00000235039,MTND6P12
ENSG00000226313,RP11-585K14.2
ENSG00000184083,FAM120C
ENSG00000147256,ARHGAP36
ENSG00000238193,RP11-555H23.1
ENSG00000201660,SNORA20
ENSG00000236120,RP11-733O18.1
ENSG00000252291,SNORA31
ENSG00000188917,TRMT2B
ENSG00000196632,WNK3
ENSG00000204620,AC115618.1
ENSG00000102317,RBM3
ENSG00000147255,IGSF1
ENSG00000229818,RP11-459A10.3
ENSG00000225962,RP11-459A10.2
ENSG00000265284,MIR4770
ENSG00000237730,RP11-459A10.1
ENSG00000231217,RP11-1M18.1
ENSG00000126950,TMEM35
ENSG00000237490,RP13-926M18.1
ENSG00000228550,RP11-483M24.2
ENSG00000264268,MIR4767
ENSG00000230394,RP11-692P14.1
ENSG00000207628,MIR651
ENSG00000225574,DRAXINP1
ENSG00000231619,GS1-542M4.3
ENSG00000229012,GS1-542M4.4
ENSG00000225271,RP11-66N5.2
ENSG00000200852,RNA5SP499
ENSG00000219870,RP11-430A19.2
ENSG00000228543,GS1-519E5.1
ENSG00000232111,RP11-126O22.1
ENSG00000215319,RP11-98L4.1
ENSG00000230326,HMGN1P33
ENSG00000206844,Y_RNA
ENSG00000225076,WWC3-AS1
ENSG00000202469,Y_RNA
ENSG00000222133,AC003666.1
ENSG00000227042,RP6-1O2.1
ENSG00000207202,RNU6-800P
ENSG00000234129,RP11-120D5.1
ENSG00000207151,Y_RNA
ENSG00000263652,MIR548AX
ENSG00000232392,AC002366.3
ENSG00000223418,GS1-590J6.2
ENSG00000206792,Y_RNA
ENSG00000252111,AC002981.1
ENSG00000206795,Y_RNA
ENSG00000223487,FRMPD4-AS1
ENSG00000231211,RPL17P49
ENSG00000101940,WDR13
ENSG00000158526,TSR2
ENSG00000271814,7SK
ENSG00000229083,PSMA6P2
ENSG00000230691,MRPL35P4
ENSG00000233338,TLR8-AS1
ENSG00000261030,RP11-791M20.1
ENSG00000235385,GS1-600G8.5
ENSG00000102384,CENPI
ENSG00000231216,GS1-600G8.3
ENSG00000102302,FGD1
ENSG00000235592,GS1-600G8.4
ENSG00000226985,RP11-142G7.2
ENSG00000226434,RP11-1L9.1
ENSG00000102385,DRP2
ENSG00000197582,GPX1P1
ENSG00000015285,WAS
ENSG00000233357,RPL30P15
ENSG00000199622,RN7SKP20
ENSG00000233535,RP1-122K4.2
ENSG00000212663,RP1-122K4.3
ENSG00000264331,AC003035.1
ENSG00000233247,GS1-257G1.1
ENSG00000221278,AC003658.1
ENSG00000231066,NPM1P9
ENSG00000235929,TPT1P14
ENSG00000236929,RP11-699A7.1
ENSG00000171054,OR13H1
ENSG00000225833,GS1-594A7.3
ENSG00000237539,GS1-594A7.5
ENSG00000186312,CA5BP1
ENSG00000200620,SNORA7
ENSG00000200566,RNU5F-7P
ENSG00000226536,SETP15
ENSG00000238178,RP11-431J24.2
ENSG00000134602,MST4
ENSG00000130119,GNL3L
ENSG00000215313,RPL6P30
ENSG00000252648,AC078993.1
ENSG00000238623,AC073597.1
ENSG00000235071,RP11-759L5.2
ENSG00000239333,RN7SL658P
ENSG00000265144,MIR548AM
ENSG00000238709,RNU7-56P
ENSG00000230180,CTD-2542O7.2
ENSG00000222736,RNU4-6P
ENSG00000223498,RP11-716A19.3
ENSG00000199410,Y_RNA
ENSG00000201467,SNORA16
ENSG00000214322,CBX1P2
ENSG00000214321,CBX1P4
ENSG00000238764,snoU13
ENSG00000265465,MIR4768
ENSG00000235834,RP1-60N8.1
ENSG00000230020,NHS-AS1
ENSG00000226153,RP3-389A20.5
ENSG00000227873,RP3-389A20.2
ENSG00000225066,RP1-272E8.1
ENSG00000165694,FRMD7
ENSG00000102313,ITIH6
ENSG00000123728,RAP2C
ENSG00000102316,MAGED2
ENSG00000225882,RP3-410B11.1
ENSG00000235211,TMSB10P2
ENSG00000207025,Y_RNA
ENSG00000236187,GJA6P
ENSG00000237221,PPEF1-AS1
ENSG00000196564,RP3-499B10.3
ENSG00000223018,AL096700.1
ENSG00000224224,HAUS1P2
ENSG00000237836,PHKA2-AS1
ENSG00000266710,RN7SL48P
ENSG00000202144,Y_RNA
ENSG00000206663,Y_RNA
ENSG00000264566,MIR23C
ENSG00000201882,snoU2-30
ENSG00000201592,snoU2_19
ENSG00000225037,EIF1AX-AS1
ENSG00000252978,RN7SKP183
ENSG00000206716,RNU6-133P
ENSG00000231913,RARRES2P3
ENSG00000266822,AL928874.1
ENSG00000206639,Y_RNA
ENSG00000271286,LL0XNC01-39B3.1
ENSG00000265868,RN7SL436P
ENSG00000224204,PHEX-AS1
ENSG00000233067,RP11-40F8.2
ENSG00000231846,RP11-494I9.2
ENSG00000224396,METTL15P3
ENSG00000201095,RNU6-266P
ENSG00000231011,RP11-494I9.1
ENSG00000265819,AC092832.1
ENSG00000237019,GS1-433O24.1
ENSG00000174028,FAM3C2
ENSG00000221786,AC004673.1
ENSG00000228610,GS1-590J15.1
ENSG00000102387,TAF7L
ENSG00000226774,RP11-654E17.2
ENSG00000238327,snoU13
ENSG00000263425,AC131011.1
ENSG00000076770,MBNL3
ENSG00000233785,RP13-314C10.5
ENSG00000202272,Y_RNA
ENSG00000238103,RPL9P7
ENSG00000201407,SNORA68
ENSG00000234230,ZFX-AS1
ENSG00000264184,AC096509.1
ENSG00000223611,SUPT20HL2
ENSG00000264746,AC004552.1
ENSG00000223731,SUPT20HL1
ENSG00000225071,GS1-184P14.2
ENSG00000214124,SNRPEP9
ENSG00000101945,SUV39H1
ENSG00000126953,TIMM8A
ENSG00000171433,GLOD5
ENSG00000102145,GATA1
ENSG00000265506,AC004656.1
ENSG00000260822,GS1-358P8.4
ENSG00000226222,RP11-753E22.3
ENSG00000010671,BTK
ENSG00000236836,PCYT1B-AS1
ENSG00000236487,RP11-753E22.2
ENSG00000264224,AC004655.1
ENSG00000251869,SCARNA23
ENSG00000232472,EEF1B2P3
ENSG00000214111,RP1-258N20.3
ENSG00000240439,RN7SL91P
ENSG00000176812,RP11-629O4.1
ENSG00000212075,AC112778.1
ENSG00000229310,RPP40P1
ENSG00000228519,RP11-298C3.2
ENSG00000233403,RP11-86A5.1
ENSG00000232446,RP13-60P5.2
ENSG00000232030,MAGEB6P1
ENSG00000227511,GS1-466O4.2
ENSG00000232644,GS1-466O4.3
ENSG00000237171,GS1-466O4.5
ENSG00000228464,RP11-617O8.1
ENSG00000231388,RP11-702C7.2
ENSG00000230265,RP11-702C7.1
ENSG00000259849,VENTXP1
ENSG00000236160,GS1-541M1.2
ENSG00000216938,RPL7P58
ENSG00000236683,HMGA1P1
ENSG00000252491,RNU1-142P
ENSG00000242021,RP11-268G12.3
ENSG00000094631,HDAC6
ENSG00000067445,TRO
ENSG00000228933,RP11-268G12.1
ENSG00000233807,RP11-268G12.2
ENSG00000252486,Y_RNA
ENSG00000235642,PTP4A1P5
ENSG00000224960,SMEK3P
ENSG00000223391,GS1-309P15.3
ENSG00000238247,GS1-309P15.4
ENSG00000231315,AC107613.1
ENSG00000229731,RP11-501H19.2
ENSG00000226199,RP11-12D5.2
ENSG00000232834,RP11-12D5.3
ENSG00000228345,RP11-12D5.4
ENSG00000233243,RP11-12D5.5
ENSG00000224589,RP11-12D5.6
ENSG00000263509,AC078988.1
ENSG00000223742,RP11-149B9.2
ENSG00000226436,RP1-22N22.1
ENSG00000201666,SNORD74
ENSG00000237994,RP1-146A15.1
ENSG00000201356,RNA5SP500
ENSG00000227393,RP6-127F18.2
ENSG00000264090,MIR4666B
ENSG00000227592,PIGFP3
ENSG00000270794,GS1-383H3.6
ENSG00000266257,AC005926.1
ENSG00000178556,CKS1BP6
ENSG00000232368,FTLP2
ENSG00000229331,GK-IT1
ENSG00000241886,RP11-242C19.2
ENSG00000243055,GK-AS1
ENSG00000231542,TAB3-AS1
ENSG00000235512,TAB3-AS2
ENSG00000252903,RNU6-894P
ENSG00000222922,RNA5SP501
ENSG00000236285,NPM1P8
ENSG00000263600,MIR3915
ENSG00000221348,MIR548F5
ENSG00000236828,DMD-AS3
ENSG00000238969,snoU13
ENSG00000226781,TBCAP1
ENSG00000215310,RP6-60B16.1
ENSG00000233928,RP11-305F18.1
ENSG00000185638,FTH1P14
ENSG00000233571,RP11-545D19.1
ENSG00000236072,RP11-281B1.2
ENSG00000271136,RP11-320J16.1
ENSG00000225384,RP13-643D4.1
ENSG00000241343,RPL36A
ENSG00000171004,HS6ST2
ENSG00000257529,RPL36A-HNRNPH2
ENSG00000222864,AL596268.1
ENSG00000229347,RP11-504E21.1
ENSG00000252411,RNU6-1087P
ENSG00000230227,SIAH1P1
ENSG00000233663,RP11-497J7.1
ENSG00000271088,RP11-497J7.4
ENSG00000233880,RP11-497J7.2
ENSG00000271519,RP11-307A17.2
ENSG00000206733,RNU6-641P
ENSG00000229384,HMGB1P16
ENSG00000226484,RP11-87M18.2
ENSG00000233921,RPS15AP40
ENSG00000221729,AL590285.1
ENSG00000249467,RP11-492O8.1
ENSG00000235510,BX842568.1
ENSG00000223723,BX842568.2
ENSG00000231069,BX842568.4
ENSG00000243048,FTH1P18
ENSG00000214071,RP11-31H15.2
ENSG00000233810,MOB1AP2
ENSG00000187682,ERAS
ENSG00000102109,PCSK1N
ENSG00000126768,TIMM17B
ENSG00000158571,PFKFB1
ENSG00000102103,PQBP1
ENSG00000169188,APEX2
ENSG00000241607,RP11-357K9.2
ENSG00000219186,FTH1P19
ENSG00000234355,FTH1P27
ENSG00000174678,FAM47DP
ENSG00000206983,RNU6-49P
ENSG00000259977,AL121578.2
ENSG00000224339,AL121578.5
ENSG00000229674,AL121578.7
ENSG00000221466,MIR548AJ2
ENSG00000226679,RP13-43E11.1
ENSG00000252050,SNORA31
ENSG00000227988,TDGF1P1
ENSG00000232370,AF241726.2
ENSG00000229735,FTLP16
ENSG00000233007,AF241726.4
ENSG00000238606,RNU7-7P
ENSG00000235806,RP4-646N3.1
ENSG00000238123,MID1IP1-AS1
ENSG00000207122,RNU6-591P
ENSG00000224610,RP11-265P11.1
ENSG00000235304,RP11-265P11.2
ENSG00000236747,RP11-157D23.1
ENSG00000234191,RP11-157D23.2
ENSG00000263730,MIR3937
ENSG00000264618,RN7SL732P
ENSG00000228232,GAPDHP1
ENSG00000270759,CTD-2324A24.2
ENSG00000261435,MIR1587
ENSG00000263972,MIR1587
ENSG00000214047,RPS11P7
ENSG00000223486,AC092198.1
ENSG00000236393,RP11-320G24.1
ENSG00000238920,snoU13
ENSG00000214045,RP6-186E3.1
ENSG00000206677,Y_RNA
ENSG00000235685,RP11-126D17.1
ENSG00000238730,RNU7-164P
ENSG00000238205,MPC1L
ENSG00000234636,MED14-AS1
ENSG00000270791,DPRXP6
ENSG00000214031,RP11-169L17.3
ENSG00000158578,ALAS2
ENSG00000237661,RP11-169L17.5
ENSG00000238222,MKRN4P
ENSG00000232801,SDCBPP3
ENSG00000189145,RP11-77G22.2
ENSG00000216866,RPS2P55
ENSG00000237931,RP11-469E19.1
ENSG00000269941,RP5-1172N10.4
ENSG00000223714,RP5-1172N10.2
ENSG00000199564,RNA5SP502
ENSG00000238426,Y_RNA
ENSG00000102393,GLA
ENSG00000226641,RP13-13A3.1
ENSG00000264573,RN7SL15P
ENSG00000225238,RP1-169I5.4
ENSG00000233033,CASK-AS1
ENSG00000212207,RNU6-1321P
ENSG00000265741,RN7SL406P
ENSG00000217624,RP11-204C16.4
ENSG00000242559,RN7SL144P
ENSG00000229822,RP5-1174J21.2
ENSG00000237875,RP5-1174J21.1
ENSG00000251807,RNU6-202P
ENSG00000233103,RP11-524P6.1
ENSG00000228847,ATP5G2P4
ENSG00000212560,RNU6-630P
ENSG00000228780,RP1-50A13.1
ENSG00000206896,RNU6-1124P
ENSG00000231772,RP1-154K9.2
ENSG00000102055,PPP1R2P9
ENSG00000270280,RP11-265D20.1
ENSG00000126945,HNRNPH2
ENSG00000224294,RP3-326I13.1
ENSG00000237206,IMPDH1P4
ENSG00000231750,NANOGP10
ENSG00000236276,NDP-AS1
ENSG00000214019,RP6-218J18.2
ENSG00000198414,TATDN2P1
ENSG00000214018,RRM2P3
ENSG00000200702,Y_RNA
ENSG00000238269,PAGE2B
ENSG00000224054,RP4-551E13.2
ENSG00000215035,FDPSP5
ENSG00000252120,AL136137.1
ENSG00000233543,CHTF8P1
ENSG00000229168,RPL19P20
ENSG00000234068,PAGE2
ENSG00000214016,RP6-105D16.1
ENSG00000196440,ARMCX4
ENSG00000242065,RN7SL291P
ENSG00000252113,RNU6-523P
ENSG00000229491,RP11-342D14.1
ENSG00000237782,RP1-192P9.1
ENSG00000229563,RP11-245M24.1
ENSG00000214282,KRT8P14
ENSG00000204915,RP6-99M1.1
ENSG00000270069,RP6-99M1.2
ENSG00000207870,MIR221
ENSG00000182518,FAM104B
ENSG00000126947,ARMCX1
ENSG00000198960,ARMCX6
ENSG00000256045,MTRNR2L10
ENSG00000158639,PAGE5
ENSG00000102401,ARMCX3
ENSG00000134588,USP26
ENSG00000204279,PAGE3
ENSG00000183434,TFDP3
ENSG00000076716,GPC4
ENSG00000187601,MAGEH1
ENSG00000247746,USP51
ENSG00000189299,FOXR2
ENSG00000083750,RRAGB
ENSG00000147257,GPC3
ENSG00000184867,ARMCX2
ENSG00000203952,CCDC160
ENSG00000156531,PHF6
ENSG00000233889,AL353698.1
ENSG00000102349,KLF8
ENSG00000165704,HPRT1
ENSG00000188021,UBQLN2
ENSG00000204271,SPIN3
ENSG00000126952,NXF5
ENSG00000170965,PLAC1
ENSG00000186787,SPIN2B
ENSG00000156504,FAM122B
ENSG00000147059,SPIN2A
ENSG00000165591,FAAH2
ENSG00000198455,ZXDB
ENSG00000156500,FAM122C
ENSG00000198205,ZXDA
ENSG00000186767,SPIN4
ENSG00000131089,ARHGEF9
ENSG00000166432,ZMAT1
ENSG00000101928,MOSPD1
ENSG00000184675,AMER1
ENSG00000184905,TCEAL2
ENSG00000198881,ASB12
ENSG00000204071,TCEAL6
ENSG00000184515,BEX5
ENSG00000102043,MTMR8
ENSG00000126970,ZC4H2
ENSG00000185554,NXF2
ENSG00000184785,SMIM10
ENSG00000212747,FAM127C
ENSG00000134590,FAM127A
ENSG00000203950,FAM127B
ENSG00000169551,CT55
ENSG00000186376,ZNF75D
ENSG00000173275,ZNF449
ENSG00000165359,DDX26B
ENSG00000215046,TCP11X1
ENSG00000102053,ZC3H12B
ENSG00000001497,LAS1L
ENSG00000185945,NXF2B
ENSG00000232478,CT45A1
ENSG00000147065,MSN
ENSG00000242185,CT45A2
ENSG00000232417,CT45A3
ENSG00000215029,TCP11X2
ENSG00000158164,TMSB15A
ENSG00000125962,ARMCX5
ENSG00000228836,CT45A4
ENSG00000155659,VSIG4
ENSG00000242284,CT45A5
ENSG00000198932,GPRASP1
ENSG00000158301,GPRASP2
ENSG00000226907,CT45A6
ENSG00000198908,BHLHB9
ENSG00000089472,HEPH
ENSG00000181433,SAGE1
ENSG00000102128,RAB40AL
ENSG00000133169,BEX1
ENSG00000147206,NXF3
ENSG00000169446,MMGT1
ENSG00000198689,SLC9A6
ENSG00000102409,BEX4
ENSG00000180964,TCEAL8
ENSG00000022267,FHL1
ENSG00000131080,EDA2R
ENSG00000204065,TCEAL5
ENSG00000133134,BEX2
ENSG00000182916,TCEAL7
ENSG00000185222,WBP5
ENSG00000166681,NGFRAP1
ENSG00000172476,RAB40A
ENSG00000129680,MAP7D3
ENSG00000133142,TCEAL4
ENSG00000169083,AR
ENSG00000196507,TCEAL3
ENSG00000079482,OPHN1
ENSG00000181704,YIPF6
ENSG00000172465,TCEAL1
ENSG00000123562,MORF4L2
ENSG00000156920,GPR112
ENSG00000102239,BRS3
ENSG00000102241,HTATSF1
ENSG00000130052,STARD8
ENSG00000090776,EFNB1
ENSG00000102243,VGLL1
ENSG00000181191,PJA1
ENSG00000130054,FAM155B
ENSG00000102245,CD40LG
ENSG00000158813,EDA
ENSG00000129675,ARHGEF6
ENSG00000147160,AWAT2
ENSG00000188828,GLRA4
ENSG00000179363,TMEM31
ENSG00000123560,PLP1
ENSG00000147274,RBMX
ENSG00000189401,OTUD6A
ENSG00000089289,IGBP1
ENSG00000184210,DGAT2L6
ENSG00000204195,AWAT1
ENSG00000186912,P2RY4
ENSG00000120500,ARR3
ENSG00000165370,GPR101
ENSG00000156925,ZIC3
ENSG00000123570,RAB9B
ENSG00000158427,TMSB15B
ENSG00000147127,RAB41
ENSG00000123569,H2BFWT
ENSG00000101812,H2BFM
ENSG00000176274,SLC25A53
ENSG00000166707,ZCCHC18
ENSG00000123575,FAM199X
ENSG00000129682,FGF13
ENSG00000120509,PDZD11
ENSG00000123576,ESX1
ENSG00000090889,KIF4A
ENSG00000101981,F9
ENSG00000189108,IL1RAPL2
ENSG00000133149,TEX13A
ENSG00000123572,NRK
ENSG00000101977,MCF2
ENSG00000123561,SERPINA7
ENSG00000157502,MUM1L1
ENSG00000147231,CXorf57
ENSG00000133135,RNF128
ENSG00000130055,GDPD2
ENSG00000133138,TBC1D8B
ENSG00000082458,DLG3
ENSG00000133131,MORC4
ENSG00000120498,TEX11
ENSG00000101974,ATP11C
ENSG00000147223,RIPPLY1
ENSG00000165376,CLDN2
ENSG00000089682,RBM41
ENSG00000198088,NUP62CL
ENSG00000165349,SLC7A3
ENSG00000203933,CXorf66
ENSG00000147164,SNX12
ENSG00000080572,PIH1D3
ENSG00000184481,FOXO4
ENSG00000134595,SOX3
ENSG00000203930,LINC00632
ENSG00000184258,CDR1
ENSG00000227234,SPANXB2
ENSG00000235604,SPANXB1
ENSG00000182195,LDOC1
ENSG00000198573,SPANXC
ENSG00000198021,SPANXA1
ENSG00000147234,FRMPD3
ENSG00000203926,SPANXA2
ENSG00000196406,SPANXD
ENSG00000165509,MAGEC3
ENSG00000147224,PRPS1
ENSG00000204165,CXorf65
ENSG00000147168,IL2RG
ENSG00000155495,MAGEC1
ENSG00000046774,MAGEC2
ENSG00000189326,SPANXN4
ENSG00000189252,SPANXN3
ENSG00000179542,SLITRK4
ENSG00000203924,SPANXN2
ENSG00000102069,UBE2NL
ENSG00000184634,MED12
ENSG00000157514,TSC22D3
ENSG00000203923,SPANXN1
ENSG00000185985,SLITRK2
ENSG00000221870,TMEM257
ENSG00000102081,FMR1
ENSG00000170935,NCBP2L
ENSG00000080561,MID2
ENSG00000170925,TEX13B
ENSG00000101842,VSIG1
ENSG00000176988,FMR1NB
ENSG00000101843,PSMD10
ENSG00000155966,AFF2
ENSG00000196338,NLGN3
ENSG00000101844,ATG4A
ENSG00000169562,GJB1
ENSG00000010404,IDS
ENSG00000147130,ZMYM3
ENSG00000197565,COL4A6
ENSG00000241489,IDS
ENSG00000197620,CXorf40A
ENSG00000147140,NONO
ENSG00000123584,MAGEA9B
ENSG00000171129,HSFX2
ENSG00000155984,TMEM185A
ENSG00000185247,MAGEA11
ENSG00000188153,COL4A5
ENSG00000171116,HSFX1
ENSG00000166008,MAGEA9
ENSG00000156009,MAGEA8
ENSG00000197021,CXorf40B
ENSG00000147166,ITGB1BP2
ENSG00000013619,MAMLD1
ENSG00000171100,MTM1
ENSG00000260548,RP6-24A23.6
ENSG00000133124,IRS4
ENSG00000101890,GUCY2F
ENSG00000101888,NXT2
ENSG00000176076,KCNE1L
ENSG00000068366,ACSL4
ENSG00000063601,MTMR1
ENSG00000147133,TAF1
ENSG00000157600,TMEM164
ENSG00000102181,CD99L2
ENSG00000101935,AMMECR1
ENSG00000147162,OGT
ENSG00000133136,GNG5P2
ENSG00000243978,RGAG1
ENSG00000101938,CHRDL1
ENSG00000029993,HMGB3
ENSG00000102195,GPR50
ENSG00000160131,VMA21
ENSG00000166049,PASD1
ENSG00000130032,PRRG3
ENSG00000147378,FATE1
ENSG00000183862,CNGA2
ENSG00000147381,MAGEA4
ENSG00000147174,ACRC
ENSG00000186810,CXCR3
ENSG00000204131,NHSL2
ENSG00000242732,RGAG4
ENSG00000102287,GABRE
ENSG00000077264,PAK3
ENSG00000124260,MAGEA10
ENSG00000011677,GABRA3
ENSG00000147402,GABRQ
ENSG00000077274,CAPN6
ENSG00000077279,DCX
ENSG00000197172,MAGEA6
ENSG00000183305,MAGEA2B
ENSG00000213401,MAGEA12
ENSG00000198930,CSAG1
ENSG00000184750,MAGEA2
ENSG00000221867,MAGEA3
ENSG00000101901,ALG13
ENSG00000147400,CETN2
ENSG00000147383,NSDHL
ENSG00000147394,ZNF185
ENSG00000072315,TRPC5
ENSG00000187823,ZCCHC16
ENSG00000182508,LHFPL1
ENSG00000126016,AMOT
ENSG00000198883,PNMA5
ENSG00000183837,PNMA3
ENSG00000235961,PNMA6C
ENSG00000147246,HTR2C
ENSG00000224201,PNMA6A
ENSG00000123496,IL13RA2
ENSG00000257088,PNMA6D
ENSG00000203902,PNMA6B
ENSG00000198681,MAGEA1
ENSG00000063587,ZNF275
ENSG00000130224,LRCH2
ENSG00000189420,ZFP92
ENSG00000183479,TREX2
ENSG00000175718,RBMXL3
ENSG00000102021,LUZP4
ENSG00000213397,HAUS7
ENSG00000102024,PLS3
ENSG00000224963,U82695.9
ENSG00000182492,BGN
ENSG00000228532,RP1-241P17.4
ENSG00000180772,AGTR2
ENSG00000087916,SLC6A14
ENSG00000204019,CT83
ENSG00000067842,ATP2B3
ENSG00000003096,KLHL13
ENSG00000131725,WDR44
ENSG00000147382,FAM58A
ENSG00000147251,DOCK11
ENSG00000130829,DUSP9
ENSG00000130822,PNCK
ENSG00000130821,SLC6A8
ENSG00000131724,IL13RA1
ENSG00000185825,BCAP31
ENSG00000101986,ABCD1
ENSG00000174460,ZCCHC12
ENSG00000198753,PLXNB3
ENSG00000175556,LONRF3
ENSG00000250423,KIAA1210
ENSG00000101856,PGRMC1
ENSG00000077713,SLC25A43
ENSG00000005022,SLC25A5
ENSG00000184343,SRPK3
ENSG00000018610,CXorf56
ENSG00000077721,UBE2A
ENSG00000067829,IDH3G
ENSG00000180879,SSR4
ENSG00000067840,PDZD4
ENSG00000198910,L1CAM
ENSG00000196987,LCA10
ENSG00000126895,AVPR2
ENSG00000089820,ARHGAP4
ENSG00000226555,AGKP1
ENSG00000228787,NLGN4Y-AS1
ENSG00000236131,MED13P1
ENSG00000227949,CYCSP46
ENSG00000224518,AC006989.2
ENSG00000234620,HDHD1P1
ENSG00000235014,REREP2Y
ENSG00000225876,AC024067.1
ENSG00000251796,SNORA70
ENSG00000229238,PPP1R12BP1
ENSG00000227166,STSP1
ENSG00000252664,AC017020.1
ENSG00000252689,SNORA20
ENSG00000252173,RNU6-109P
ENSG00000252948,RNU6-1314P
ENSG00000233843,CYCSP48
ENSG00000225516,AC006156.1
ENSG00000188399,ANKRD36P1
ENSG00000265197,AC053516.1
ENSG00000252323,RNU6-184P
ENSG00000215506,TPTE2P4
ENSG00000224240,CYCSP49
ENSG00000238074,TSPY6P
ENSG00000227629,SLC25A15P1
ENSG00000237917,PARP4P1
ENSG00000228518,SURF6P1
ENSG00000271595,TCEB1P35
ENSG00000224989,FAM41AY1
ENSG00000236424,TSPY10
ENSG00000228578,TUBB1P2
ENSG00000267935,AC016752.1
ENSG00000172352,CDY1B
ENSG00000230663,FAM224B
ENSG00000231514,FAM58CP
ENSG00000235857,CTBP2P1
ENSG00000252315,RNA5SP520
ENSG00000252012,RNA5SP521
ENSG00000238191,CLUHP1
ENSG00000252038,AC068704.1
ENSG00000183795,BPY2B
ENSG00000226353,TAF9P1
ENSG00000226449,CDY5P
ENSG00000225896,AC007742.3
ENSG00000224166,PRYP1
ENSG00000229129,ACTG1P2
ENSG00000250868,AC007742.7
ENSG00000223555,USP9YP23
ENSG00000235521,USP9YP27
ENSG00000224336,FAM197Y1
ENSG00000183704,SLC9B1P1
ENSG00000187191,DAZ3
ENSG00000114374,USP9Y
ENSG00000252513,RNU1-128P
ENSG00000224964,TRAPPC2P3
ENSG00000226011,OFD1P1Y
ENSG00000225740,TCEB1P6
ENSG00000229138,CDY6P
ENSG00000224485,USP9YP7
ENSG00000226116,USP9YP6
ENSG00000237558,CDY7P
ENSG00000233378,USP9YP34
ENSG00000237616,USP9YP32
ENSG00000224033,CDY8P
ENSG00000205916,DAZ4
ENSG00000230412,TCEB1P12
ENSG00000226611,OFD1P2Y
ENSG00000225895,TRAPPC2P8
ENSG00000233120,USP9YP15
ENSG00000067048,DDX3Y
ENSG00000252166,RNU1-95P
ENSG00000232744,USP9YP16
ENSG00000244646,AC024183.3
ENSG00000229465,ACTG1P11
ENSG00000231311,PRYP2
ENSG00000236599,TCEB1P26
ENSG00000232899,CDY9P
ENSG00000229302,TAF9P2
ENSG00000228945,CLUHP2
ENSG00000252439,AC007241.1
ENSG00000233522,FAM224A
ENSG00000251953,RNA5SP522
ENSG00000252667,RNA5SP523
ENSG00000249726,TUBB1P1
ENSG00000226362,FAM41AY2
ENSG00000225716,TCEB1P13
ENSG00000229406,OFD1P4Y
ENSG00000227494,USP9YP14
ENSG00000252209,RNU1-48P
ENSG00000249634,USP9YP5
ENSG00000183878,UTY
ENSG00000251510,AC022486.1
ENSG00000238067,XKRYP1
ENSG00000233546,PRYP5
ENSG00000230377,TCEB1P7
ENSG00000250951,USP9YP1
ENSG00000185894,BPY2C
ENSG00000230458,GPM6BP1
ENSG00000131007,TTTY9B
ENSG00000240438,OFD1P5Y
ENSG00000172288,CDY1
ENSG00000235479,RAB9AP4
ENSG00000249606,TRAPPC2P7
ENSG00000242153,OFD1P6Y
ENSG00000236429,GPM6BP2
ENSG00000249501,USP9YP2
ENSG00000228193,TCEB1P14
ENSG00000248573,PRYP6
ENSG00000230904,XKRYP2
ENSG00000238135,USP9YP10
ENSG00000269393,AC007965.1
ENSG00000224151,USP9YP28
ENSG00000251970,RNU1-41P
ENSG00000238088,OFD1P7Y
ENSG00000251841,RNU6-1334P
ENSG00000237659,RNASEH2CP1
ENSG00000232195,TOMM22P2
ENSG00000217179,MTCYBP2
ENSG00000227289,HSFY3P
ENSG00000229163,NAP1L1P2
ENSG00000176728,TTTY14
ENSG00000233070,ZFY-AS1
ENSG00000223600,EEF1A1P41
ENSG00000231535,LINC00278
ENSG00000217896,ZNF839P1
ENSG00000185275,CD24P4
ENSG00000252766,RNU6-255P
ENSG00000234529,GAPDHP19
ENSG00000215580,BCORP1
ENSG00000131002,TXLNG2P
ENSG00000234652,AGPAT5P1
ENSG00000216777,PRRC2CP1
ENSG00000232927,USP12PY
ENSG00000225653,RNF19BPY
ENSG00000218410,AC012078.2
ENSG00000229518,UBE2V1P3
